VendorNumber,VendorName,Brand,Description,TotalPurchaseQuantity,TotalPurchaseDollars,TotalFreightCost,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,GrossProfit,GrossMarginPct,SalesToPurchaseRatio,TotalBeginInventory,TotalEndInventory,AvgInventory,InventoryTurnoverRatio
3960,"DIAGEO NORTH AMERICA INC   ",3488,Tanqueray,16740,261478.80,4511699.42,16745,387588.55,13188.29,126109.75,32.54,1.00,1869,1864,1866.5000,8.97
3960,"DIAGEO NORTH AMERICA INC   ",3489,Tanqueray,91835,1903739.55,21094069.23,90481,2640491.19,166244.44,736751.64,27.90,0.99,8254,9608,8931.0000,10.13
3960,"DIAGEO NORTH AMERICA INC   ",3495,"Ketel One Citroen Vodka",4960,116659.20,1966016.59,4624,165384.76,8499.07,48725.56,29.46,0.93,1450,1786,1618.0000,2.86
3960,"DIAGEO NORTH AMERICA INC   ",3497,"Johnnie Walker Platinum",1857,135690.99,1011122.96,1729,167302.71,1363.63,31611.72,18.89,0.93,448,576,512.0000,3.38
3960,"DIAGEO NORTH AMERICA INC   ",3498,"Baileys Vanilla Cinnamon",2811,41377.92,510165.22,3337,68132.63,2630.85,26754.71,39.27,1.19,1673,1147,1410.0000,2.37
3960,"DIAGEO NORTH AMERICA INC   ",3503,"Smirnoff Sorbet Rasp/Pomegra",7816,64091.20,2426661.04,7964,94726.36,6275.49,30635.16,32.34,1.02,1263,1115,1189.0000,6.70
3960,"DIAGEO NORTH AMERICA INC   ",3510,"Smirnoff Light Lemon Sorbet",809,6997.85,176308.75,2095,20503.05,1650.65,13505.20,65.87,2.59,1357,71,714.0000,2.93
3960,"DIAGEO NORTH AMERICA INC   ",3513,"Ciroc Snap Frost Vodka",11424,205403.52,2203227.06,11526,290943.74,9080.47,85540.22,29.40,1.01,2667,2565,2616.0000,4.41
3960,"DIAGEO NORTH AMERICA INC   ",3517,"Smirnoff Sorbet Mango/Pasion",379,2588.57,133488.04,1467,13984.83,1155.81,11396.26,81.49,3.87,1090,2,546.0000,2.69
3960,"DIAGEO NORTH AMERICA INC   ",3543,"Ketel One Citroen Vodka",121,2343.77,17290.97,74,1997.26,58.33,-346.51,-17.35,0.61,NULL,NULL,NULL,NULL
3960,"DIAGEO NORTH AMERICA INC   ",3545,"Ketel One Vodka",138109,3023206.01,21643191.57,135838,4223107.62,249587.83,1199901.61,28.41,0.98,14499,16770,15634.5000,8.69
3960,"DIAGEO NORTH AMERICA INC   ",3547,"Ketel One Vodka",22113,48648.60,1040284.91,21498,59979.42,1122.03,11330.82,18.89,0.97,5305,5920,5612.5000,3.83
3960,"DIAGEO NORTH AMERICA INC   ",3549,"Ketel One Vodka",18322,326498.04,4536403.74,16532,407030.68,13020.04,80532.64,19.79,0.90,1717,3507,2612.0000,6.33
3960,"DIAGEO NORTH AMERICA INC   ",3560,"Ciroc Amaretto Vodka",145,1380.40,32620.90,318,4124.32,124.69,2743.92,66.53,2.19,315,142,228.5000,1.39
3960,"DIAGEO NORTH AMERICA INC   ",3564,"Ciroc Amaretto Vodka",105,3788.40,49398.95,220,10929.80,404.48,7141.40,65.34,2.10,702,587,644.5000,0.34
3960,"DIAGEO NORTH AMERICA INC   ",3579,"Ciroc Pineapple Vodka",7517,66750.96,1874502.66,7892,97824.08,3099.26,31073.12,31.76,1.05,1568,1193,1380.5000,5.72
3960,"DIAGEO NORTH AMERICA INC   ",3580,"Smirnoff Orange Vodka",7367,59525.36,2141612.33,6966,83586.34,5491.38,24060.98,28.79,0.95,1253,1654,1453.5000,4.79
3960,"DIAGEO NORTH AMERICA INC   ",3583,"Smirnoff Orange Vodka",7586,100362.78,3474595.99,7533,155528.67,13845.46,55165.89,35.47,0.99,1557,1610,1583.5000,4.76
3960,"DIAGEO NORTH AMERICA INC   ",3593,"Smirnoff Blue 100 Proof Trav",3772,80796.24,2065767.96,3752,101266.48,6895.57,20470.24,20.21,0.99,398,418,408.0000,9.20
3960,"DIAGEO NORTH AMERICA INC   ",3595,"Smirnoff Blue 100 Proof",4278,51421.56,1234743.77,4653,74401.47,3668.46,22979.91,30.89,1.09,930,555,742.5000,6.27
3960,"DIAGEO NORTH AMERICA INC   ",3606,"Smirnoff Raspberry Vodka",226085,167302.90,7212584.63,225741,223483.59,11842.95,56180.69,25.14,1.00,10714,11058,10886.0000,20.74
3960,"DIAGEO NORTH AMERICA INC   ",3607,"Smirnoff Citrus Vodka",73746,53097.12,2675718.14,73445,72710.55,3840.40,19613.43,26.97,1.00,8618,8919,8768.5000,8.38
3960,"DIAGEO NORTH AMERICA INC   ",3608,"Smirnoff Orange Vodka",110517,79572.24,3413234.48,110332,109228.68,5779.80,29656.44,27.15,1.00,8385,8570,8477.5000,13.01
3960,"DIAGEO NORTH AMERICA INC   ",3609,"Smirnoff Vanilla Vodka",118058,87362.92,3612900.81,116244,115081.56,6090.30,27718.64,24.09,0.98,8136,9950,9043.0000,12.85
3960,"DIAGEO NORTH AMERICA INC   ",3610,"Smirnoff Cranberry Vodka",6972,57588.72,1824823.00,6906,81002.94,5441.69,23414.22,28.91,0.99,910,976,943.0000,7.32
3960,"DIAGEO NORTH AMERICA INC   ",3652,"Ciroc Pineapple Vodka",1864,70440.56,785450.82,1823,90696.77,3350.55,20256.21,22.33,0.98,595,636,615.5000,2.96
3960,"DIAGEO NORTH AMERICA INC   ",3672,"Shady Fruit Real Ruby Red Gr",346,2857.96,131208.34,731,8181.69,575.91,5323.73,65.07,2.11,385,0,192.5000,3.80
3960,"DIAGEO NORTH AMERICA INC   ",3677,"Shady Fruit Valencia Orange",254,2181.86,101238.75,653,7265.47,514.65,5083.61,69.97,2.57,399,0,199.5000,3.27
3960,"DIAGEO NORTH AMERICA INC   ",3690,"Tanqueray Ten Gin",4503,100822.17,1355451.22,4479,130039.21,3529.94,29217.04,22.47,0.99,850,874,862.0000,5.20
3960,"DIAGEO NORTH AMERICA INC   ",3693,"Smirnoff Ruby Red Grapefruit",7362,64196.64,2189346.61,7252,81839.48,5714.53,17642.84,21.56,0.99,1087,1197,1142.0000,6.35
3960,"DIAGEO NORTH AMERICA INC   ",3697,"Ciroc Pineapple Vodka",30,47.40,5812.88,71,141.29,3.66,93.89,66.45,2.37,41,0,20.5000,3.46
3960,"DIAGEO NORTH AMERICA INC   ",3704,"Ciroc Pineapple Vodka",8104,148870.48,1692097.06,8401,212825.99,6618.39,63955.51,30.05,1.04,2646,2349,2497.5000,3.36
3960,"DIAGEO NORTH AMERICA INC   ",3705,"Smirnoff Sours Watermelon",87,62.64,11830.06,147,145.53,7.71,82.89,56.96,1.69,130,70,100.0000,1.47
3960,"DIAGEO NORTH AMERICA INC   ",3707,"Smirnoff Ruby Red Grapefruit",352,260.48,27874.52,1192,1180.08,62.11,919.60,77.93,3.39,840,0,420.0000,2.84
3960,"DIAGEO NORTH AMERICA INC   ",3719,"Smirnoff Lime Vodka",18,132.48,7504.22,42,416.08,33.09,283.60,68.16,2.33,24,0,12.0000,3.50
3960,"DIAGEO NORTH AMERICA INC   ",3736,"Smirnoff Cherry Vodka",7914,64894.80,2412164.80,7846,92285.54,6182.57,27390.74,29.68,0.99,749,817,783.0000,10.02
3960,"DIAGEO NORTH AMERICA INC   ",3743,"Smirnoff Sorbet Pine/Coconut",4275,34285.50,1386429.68,4897,58174.03,3859.40,23888.53,41.06,1.15,1381,759,1070.0000,4.58
3960,"DIAGEO NORTH AMERICA INC   ",3746,"Gordons Vodka 80 Proof",58309,496792.68,20698660.35,57845,724360.55,106278.68,227567.87,31.42,0.99,4187,4651,4419.0000,13.09
3960,"DIAGEO NORTH AMERICA INC   ",3747,"Gordons Vodka Traveler",7292,37772.56,2468497.22,8147,56947.53,6417.51,19174.97,33.67,1.12,1073,218,645.5000,12.62
3960,"DIAGEO NORTH AMERICA INC   ",3748,"Smirnoff Light Peach Sorbet",1141,8009.82,297341.77,807,7658.43,635.86,-351.39,-4.59,0.71,47,381,214.0000,3.77
3960,"DIAGEO NORTH AMERICA INC   ",3754,"Smirnoff Blueberry Vodka",11259,98966.61,3266102.27,11091,130426.09,8737.17,31459.48,24.12,0.99,1237,1405,1321.0000,8.40
3960,"DIAGEO NORTH AMERICA INC   ",3757,"Ketel One 325 Commemorative",166,3590.58,61501.39,538,15596.62,564.90,12006.04,76.98,3.24,372,0,186.0000,2.89
3960,"DIAGEO NORTH AMERICA INC   ",3761,"Ciroc Apple Vodka",4369,149769.32,1384484.61,4305,211730.95,7910.78,61961.63,29.26,0.99,479,543,511.0000,8.42
3960,"DIAGEO NORTH AMERICA INC   ",3775,"Smirnoff Sorbet Pine/Coconut",140,102.20,8356.67,120,118.80,6.20,16.60,13.97,0.86,120,140,130.0000,0.92
3960,"DIAGEO NORTH AMERICA INC   ",3783,"Ciroc Apple Vodka",5229,7843.50,347177.78,7951,15822.49,413.63,7978.99,50.43,1.52,2729,7,1368.0000,5.81
3960,"DIAGEO NORTH AMERICA INC   ",3790,"Don Julio Blanco Tequila",4620,164703.00,2398603.84,4328,204226.72,3411.10,39523.72,19.35,0.94,536,828,682.0000,6.35
3960,"DIAGEO NORTH AMERICA INC   ",3798,"Ciroc Apple Vodka",30830,611358.90,4325766.84,29647,748067.53,23348.15,136708.63,18.27,0.96,1162,2345,1753.5000,16.91
3960,"DIAGEO NORTH AMERICA INC   ",3800,"Don Julio Anejo Tequila",3997,171271.45,2103372.66,3561,196544.39,2807.60,25272.94,12.86,0.89,346,782,564.0000,6.31
3960,"DIAGEO NORTH AMERICA INC   ",3820,"Smirnoff Citrus Vodka",6699,89297.67,2979653.85,6719,138642.81,12350.25,49345.14,35.59,1.00,1594,1574,1584.0000,4.24
3960,"DIAGEO NORTH AMERICA INC   ",3821,"Smirnoff Vanilla Vodka",13363,109576.60,3486325.47,13161,159783.39,10367.75,50206.79,31.42,0.98,1386,1588,1487.0000,8.85
3960,"DIAGEO NORTH AMERICA INC   ",3827,"Popov Vodka",15804,146661.12,7709775.10,15759,204709.41,28956.34,58048.29,28.36,1.00,1841,1886,1863.5000,8.46
3960,"DIAGEO NORTH AMERICA INC   ",3828,"Popov Traveler",232,1102.00,27875.27,92,551.08,72.46,-550.92,-99.97,0.40,NULL,NULL,NULL,NULL
3960,"DIAGEO NORTH AMERICA INC   ",3835,"Smirnoff Raspberry Vodka",18129,148657.80,4917690.11,17843,213796.57,14053.52,65138.77,30.47,0.98,1500,1786,1643.0000,10.86
3960,"DIAGEO NORTH AMERICA INC   ",3836,"Smirnoff Citrus Vodka",8695,68777.45,2661166.48,8030,96079.70,6329.06,27302.25,28.42,0.92,1348,2013,1680.5000,4.78
3960,"DIAGEO NORTH AMERICA INC   ",3840,"Smirnoff Raspberry Vodka",21076,303283.64,10603247.22,21167,438524.33,38894.10,135240.69,30.84,1.00,1971,1880,1925.5000,10.99
3960,"DIAGEO NORTH AMERICA INC   ",3856,"Ciroc Apple Vodka",120,3186.00,16566.89,86,2923.14,90.30,-262.86,-8.99,0.72,NULL,NULL,NULL,NULL
3960,"DIAGEO NORTH AMERICA INC   ",3859,"Smirnoff 80 Proof",25325,172463.25,3601623.92,25669,230764.31,10082.11,58301.06,25.26,1.01,4066,3722,3894.0000,6.59
3960,"DIAGEO NORTH AMERICA INC   ",3871,"Smirnoff Watermelon Vodka",13903,114004.60,4642432.89,13637,163212.63,10741.64,49208.03,30.15,0.98,1243,1509,1376.0000,9.91
3960,"DIAGEO NORTH AMERICA INC   ",3876,"Smirnoff 80 Proof",50962,710919.90,15673987.56,64266,1210481.34,118078.45,499561.44,41.27,1.26,14829,1525,8177.0000,7.86
3960,"DIAGEO NORTH AMERICA INC   ",3877,"Smirnoff Green Apple Vodka",8364,72348.60,2491276.14,8373,100739.27,6598.49,28390.67,28.18,1.00,1130,1121,1125.5000,7.44
3960,"DIAGEO NORTH AMERICA INC   ",3878,"Smirnoff 80 Proof",43015,342399.40,11295616.82,43690,499703.10,34397.94,157303.70,31.48,1.02,3830,3155,3492.5000,12.51
3960,"DIAGEO NORTH AMERICA INC   ",3879,"Smirnoff 80 Proof Traveler",37344,295391.04,12128399.91,36604,427609.96,28815.44,132218.92,30.92,0.98,2492,3232,2862.0000,12.79
3960,"DIAGEO NORTH AMERICA INC   ",3882,"Smirnoff Strawberry Vodka",11206,98500.74,3397222.22,11132,131052.68,8770.13,32551.94,24.84,0.99,1174,1248,1211.0000,9.19
3960,"DIAGEO NORTH AMERICA INC   ",3917,"Smirnoff Peppermint Twist",126,99.54,44604.41,1121,1109.79,58.19,1010.25,91.03,8.90,995,0,497.5000,2.25
3960,"DIAGEO NORTH AMERICA INC   ",3923,"Don Julio 1942 Anejo Tequila",1066,113358.44,688974.08,1021,136151.79,805.63,22793.35,16.74,0.96,312,357,334.5000,3.05
3960,"DIAGEO NORTH AMERICA INC   ",3925,"Don Julio Reposado Tequila",1975,74793.25,784799.59,1507,76695.93,1188.69,1902.68,2.48,0.76,309,777,543.0000,2.78
3960,"DIAGEO NORTH AMERICA INC   ",3973,"Ciroc Ten",45,8149.05,24526.91,34,7729.66,35.70,-419.39,-5.43,0.76,19,30,24.5000,1.39
3960,"DIAGEO NORTH AMERICA INC   ",3987,"Smirnoff Peppermint Twist",4824,41727.60,90716.07,5170,57574.30,4071.41,15846.70,27.52,1.07,927,581,754.0000,6.86
3960,"DIAGEO NORTH AMERICA INC   ",4089,"Capt Morgan White",8118,118441.62,3531301.60,8722,193553.78,16030.05,75112.16,38.81,1.07,2035,1431,1733.0000,5.03
3960,"DIAGEO NORTH AMERICA INC   ",4103,"Capt Morgan White",8942,100060.98,2898297.88,9035,129392.65,7120.06,29331.67,22.67,1.01,1305,1212,1258.5000,7.18
3960,"DIAGEO NORTH AMERICA INC   ",4113,"Capt Morgan White",41998,31078.52,2084000.25,41287,40874.13,2156.74,9795.61,23.97,0.98,4275,4986,4630.5000,8.92
3960,"DIAGEO NORTH AMERICA INC   ",4135,"Smirnoff Blueberry Vodka",139240,108607.20,4119505.38,138962,137572.38,7284.71,28965.18,21.05,1.00,8834,9112,8973.0000,15.49
3960,"DIAGEO NORTH AMERICA INC   ",4157,"Smirnoff Green Apple Vodka",142597,102669.84,4051540.69,142637,141210.63,7477.77,38540.79,27.29,1.00,9137,9097,9117.0000,15.65
3960,"DIAGEO NORTH AMERICA INC   ",4173,"Capt Morgan Spiced Rum 100",44,34.76,6907.02,96,180.54,4.98,145.78,80.75,2.18,52,0,26.0000,3.69
3960,"DIAGEO NORTH AMERICA INC   ",4239,"Pampero Ron Anejo Aniversari",2210,33459.40,1149819.50,2170,46848.30,1710.21,13388.90,28.58,0.98,236,276,256.0000,8.48
3960,"DIAGEO NORTH AMERICA INC   ",4241,"Capt Morgan Spiced Rum",58226,85592.22,1610733.68,59308,118022.92,3096.97,32430.70,27.48,1.02,9357,8275,8816.0000,6.73
3960,"DIAGEO NORTH AMERICA INC   ",4249,"Capt Morgan White Coconut",7174,74537.86,2127003.72,7226,95393.74,5694.07,20855.88,21.86,1.01,1318,1266,1292.0000,5.59
3960,"DIAGEO NORTH AMERICA INC   ",4260,"Capt Morgan Original Barrel",79078,1317439.48,8119239.60,79042,1635666.58,145234.95,318227.10,19.46,1.00,1,37,19.0000,4160.11
3960,"DIAGEO NORTH AMERICA INC   ",4261,"Capt Morgan Spiced Rum",201682,3261197.94,20655383.36,200412,4475972.88,368242.80,1214774.94,27.14,0.99,15499,16769,16134.0000,12.42
3960,"DIAGEO NORTH AMERICA INC   ",4262,"Capt Morgan Spiced Rum",54552,610436.88,12493396.73,55710,862422.90,43861.64,251986.02,29.22,1.02,4803,3645,4224.0000,13.19
3960,"DIAGEO NORTH AMERICA INC   ",4263,"Capt Morgan Silver Spicd Rum",1530,20303.10,570223.08,1999,33161.01,1576.55,12857.91,38.77,1.31,743,274,508.5000,3.93
3960,"DIAGEO NORTH AMERICA INC   ",4264,"Capt Morgan Spiced Rum Trav",29352,338428.56,8889454.44,28860,447487.40,22722.45,109058.84,24.37,0.98,1996,2488,2242.0000,12.87
3960,"DIAGEO NORTH AMERICA INC   ",4265,"Capt Morgan Spiced Rum",24219,200048.94,3253907.86,24042,264221.58,9442.78,64172.64,24.29,0.99,2098,2275,2186.5000,11.00
3960,"DIAGEO NORTH AMERICA INC   ",4268,"Capt Morgan Private Stock",9154,167060.50,1961978.77,7809,175606.91,6154.79,8546.41,4.87,0.85,1107,2452,1779.5000,4.39
3960,"DIAGEO NORTH AMERICA INC   ",4278,"Capt Morgan Parrot Bay Cocnt",8005,76207.60,2713103.73,7985,92106.15,6292.40,15898.55,17.26,1.00,1040,1060,1050.0000,7.60
3960,"DIAGEO NORTH AMERICA INC   ",4280,"Capt Morgan Parrot Bay Coco",3609,67632.66,2584423.86,3933,94352.67,7229.15,26720.01,28.32,1.09,959,635,797.0000,4.93
3960,"DIAGEO NORTH AMERICA INC   ",4282,"Capt Morgan White Pineapple",5843,56618.67,1773640.60,5947,78631.53,4686.23,22012.86,28.00,1.02,1345,1241,1293.0000,4.60
3960,"DIAGEO NORTH AMERICA INC   ",4299,"Capt Morgan White Grapefruit",3151,30785.27,828843.30,3154,41724.46,2485.99,10939.19,26.22,1.00,1598,1595,1596.5000,1.98
3960,"DIAGEO NORTH AMERICA INC   ",4327,"Capt Morgan Spiced Rum 100",4628,68540.68,1142655.55,4551,90006.49,3589.17,21465.81,23.85,0.98,914,991,952.5000,4.78
3960,"DIAGEO NORTH AMERICA INC   ",4330,"Capt Morgan Spiced Rum 100",17755,369126.45,8938180.43,17633,482985.67,32401.76,113859.22,23.57,0.99,2177,2299,2238.0000,7.88
3960,"DIAGEO NORTH AMERICA INC   ",4345,"Capt Morgan Tattoo Rum",2476,38675.12,696032.75,2626,52493.74,2069.76,13818.62,26.32,1.06,679,529,604.0000,4.35
3960,"DIAGEO NORTH AMERICA INC   ",4351,"Capt Morgan Black Spiced Rum",1944,30132.00,513745.55,2393,52810.07,1887.89,22678.07,42.94,1.23,889,440,664.5000,3.60
3960,"DIAGEO NORTH AMERICA INC   ",4363,"Capt Morgan Black Spiced Rum",2180,51731.40,1252819.66,2324,76668.76,4273.41,24937.36,32.53,1.07,582,438,510.0000,4.56
3960,"DIAGEO NORTH AMERICA INC   ",4368,"Capt Morgan Private Stock",11035,263846.85,5568347.09,11114,379652.86,20425.75,115806.01,30.50,1.01,1372,1293,1332.5000,8.34
3960,"DIAGEO NORTH AMERICA INC   ",4375,"Capt Morgan Lime Bite Rum",12,155.64,6709.72,12,203.88,9.45,48.24,23.66,1.00,NULL,NULL,NULL,NULL
3960,"DIAGEO NORTH AMERICA INC   ",4385,"Parrot Bay 90 Coconut Capt",6853,113348.62,4520318.97,6837,167640.63,12566.58,54292.01,32.39,1.00,764,780,772.0000,8.86
3960,"DIAGEO NORTH AMERICA INC   ",4390,"Ron Zacapa 23 Yr Old Rum",2721,90690.93,1777664.34,2627,117983.73,2071.12,27292.80,23.13,0.97,356,450,403.0000,6.52
3960,"DIAGEO NORTH AMERICA INC   ",4397,"Capt Morgan Parrot Bay Mango",1,9.44,5855.78,0,0.00,0.00,-9.44,NULL,0.00,NULL,NULL,NULL,NULL
3960,"DIAGEO NORTH AMERICA INC   ",4398,"Capt Morgan ParrotBay Pineap",14,91.14,8857.26,64,584.36,50.43,493.22,84.40,4.57,50,0,25.0000,2.56
3960,"DIAGEO NORTH AMERICA INC   ",4429,"Capt Morgan Silver Spicd Rum",13569,234879.39,6586448.47,13116,301339.84,24103.19,66460.45,22.06,0.97,1077,1530,1303.5000,10.06
3960,"DIAGEO NORTH AMERICA INC   ",4478,"Myers Original Dark Rum",14485,195982.05,4349944.52,14711,264650.89,11587.62,68668.84,25.95,1.02,1421,1195,1308.0000,11.25
3960,"DIAGEO NORTH AMERICA INC   ",4662,"Capt Morgan White PET",10062,154753.56,4871781.17,11033,220629.67,20275.41,65876.11,29.86,1.10,1895,924,1409.5000,7.83
3960,"DIAGEO NORTH AMERICA INC   ",4734,"Capt Morgan Cannon Blast",19847,236179.30,7049402.81,18637,280600.63,14677.03,44421.33,15.83,0.94,986,2196,1591.0000,11.71
3960,"DIAGEO NORTH AMERICA INC   ",4736,"Capt Morgan Spiced Rum",17018,36418.52,1206979.08,17128,51212.72,1791.72,14794.20,28.89,1.01,1408,1298,1353.0000,12.66
3960,"DIAGEO NORTH AMERICA INC   ",4751,"Capt Morgan Cannon Blast",331,238.32,28907.10,995,985.05,51.62,746.73,75.81,3.01,664,0,332.0000,3.00
3960,"DIAGEO NORTH AMERICA INC   ",4763,"Ron Zacapa XO Rum",6,503.76,0.00,6,659.94,4.72,156.18,23.67,1.00,NULL,NULL,NULL,NULL
3960,"DIAGEO NORTH AMERICA INC   ",4798,"Sambuca Romana Liqueur",95268,146712.72,3019944.88,94369,187794.31,4937.66,41081.59,21.88,0.99,7378,8277,7827.5000,12.06
3960,"DIAGEO NORTH AMERICA INC   ",5001,"Johnnie Walker King George V",15,5075.10,32006.32,11,4949.89,8.69,-125.21,-2.53,0.73,3,7,5.0000,2.20
3960,"DIAGEO NORTH AMERICA INC   ",5058,"Capt Morgan Long Isl Tea RTD",8423,100486.39,5588526.23,8471,141149.29,15568.94,40662.90,28.81,1.01,784,736,760.0000,11.15
3960,"DIAGEO NORTH AMERICA INC   ",5104,"Nuvo Lemon Sorbet Liqueur",1,18.93,7574.74,5,124.95,3.95,106.02,84.85,5.00,9,5,7.0000,0.71
3960,"DIAGEO NORTH AMERICA INC   ",5106,"Capt Morgan Long Isl Tea RTD",906,8625.12,360328.75,1185,14208.15,934.33,5583.03,39.29,1.31,286,7,146.5000,8.09
3960,"DIAGEO NORTH AMERICA INC   ",5219,"Sambuca Romana Black",9801,129667.23,2722882.62,9808,192403.92,7726.70,62736.69,32.61,1.00,1212,1205,1208.5000,8.12
3960,"DIAGEO NORTH AMERICA INC   ",5292,Rumpleminze,12309,161617.17,2875639.27,11069,213373.31,8720.35,51756.14,24.26,0.90,1021,2261,1641.0000,6.75
3960,"DIAGEO NORTH AMERICA INC   ",5361,"Grind Espresso Shot",20,15.80,4531.33,296,293.04,15.32,277.24,94.61,14.80,276,0,138.0000,2.14
3960,"DIAGEO NORTH AMERICA INC   ",5392,"Goldschlager Cinnamon Schnps",10559,143919.17,2495204.78,10511,202824.89,8280.88,58905.72,29.04,1.00,2173,2221,2197.0000,4.78
3960,"DIAGEO NORTH AMERICA INC   ",5394,"Goldschlager Cinnamon Schnap",7638,66603.36,2054840.48,7550,82974.50,2958.28,16371.14,19.73,0.99,875,963,919.0000,8.22
3960,"DIAGEO NORTH AMERICA INC   ",5399,"Goldschlager Cinnamon Schna",68776,99725.20,2395377.79,67863,135047.37,3547.40,35322.17,26.16,0.99,6294,7207,6750.5000,10.05
3960,"DIAGEO NORTH AMERICA INC   ",5438,"Emmets Irish Cream",8067,60583.17,2128629.27,8116,81078.84,6395.91,20495.67,25.28,1.01,1107,1058,1082.5000,7.50
3960,"DIAGEO NORTH AMERICA INC   ",5491,Rumpleminze,131272,191657.12,3946665.28,130060,258819.40,6816.82,67162.28,25.95,0.99,8440,9652,9046.0000,14.38
3960,"DIAGEO NORTH AMERICA INC   ",5566,"Grind Espresso Shot",2808,32123.52,721640.05,2782,41930.18,2193.50,9806.66,23.39,0.99,419,445,432.0000,6.44
3960,"DIAGEO NORTH AMERICA INC   ",5616,"Emmets Irish Cream",8996,138358.48,5176466.41,8936,178630.64,16423.82,40272.16,22.54,0.99,833,893,863.0000,10.35
3960,"DIAGEO NORTH AMERICA INC   ",5630,"Cabin Fever Maple Liqueur",3190,45202.30,933932.98,4102,79304.98,3233.54,34102.68,43.00,1.29,1700,788,1244.0000,3.30
3960,"DIAGEO NORTH AMERICA INC   ",5656,"Cabin Fever Maple Liqueur",5749,6668.84,511370.18,9929,14794.21,513.86,8125.37,54.92,1.73,4440,260,2350.0000,4.23
3960,"DIAGEO NORTH AMERICA INC   ",5815,"Godiva Dark Chocolate",3799,59682.29,580386.81,3629,83507.71,2860.97,23825.42,28.53,0.96,1353,1523,1438.0000,2.52
3960,"DIAGEO NORTH AMERICA INC   ",5847,"Godiva Chocolate Liqueur",8251,142824.81,1720988.58,8181,188616.19,6446.02,45791.38,24.28,0.99,1342,1412,1377.0000,5.94
3960,"DIAGEO NORTH AMERICA INC   ",5872,"Godiva Chocolate Liqueur",20416,47365.12,1660447.96,19931,59593.69,1029.37,12228.57,20.52,0.98,2863,3348,3105.5000,6.42
3960,"DIAGEO NORTH AMERICA INC   ",5890,"Godiva Wh Chocolate Liqueur",6041,100643.06,1046363.86,5926,135768.74,4669.71,35125.68,25.87,0.98,1355,1470,1412.5000,4.20
3960,"DIAGEO NORTH AMERICA INC   ",5912,"Yeni Raki",168,1829.52,51101.82,153,2915.47,120.48,1085.95,37.25,0.91,3,18,10.5000,14.57
3960,"DIAGEO NORTH AMERICA INC   ",5925,"Pimms Blackberry & Elderflwr",129,1812.45,59247.52,415,6452.85,327.16,4640.40,71.91,3.22,286,0,143.0000,2.90
3960,"DIAGEO NORTH AMERICA INC   ",6127,"The Club Strawbry Margarita",1,1.47,3774.27,72,143.28,15.12,141.81,98.97,72.00,71,0,35.5000,2.03
3960,"DIAGEO NORTH AMERICA INC   ",6129,"The Club Mudslide",5,7.25,3473.39,42,83.58,8.82,76.33,91.33,8.40,37,0,18.5000,2.27
3960,"DIAGEO NORTH AMERICA INC   ",6199,"Zwack Liqueur",13,189.93,0.00,12,227.88,9.44,37.95,16.65,0.92,NULL,NULL,NULL,NULL
3960,"DIAGEO NORTH AMERICA INC   ",6270,"Shady Fruit Valencia Orange",5088,3917.76,212293.34,8085,8004.15,420.84,4086.39,51.05,1.59,3029,32,1530.5000,5.28
3960,"DIAGEO NORTH AMERICA INC   ",6432,"Shady Fruit Real Ruby Red Gr",4679,2994.56,220300.67,8009,7928.91,63.07,4934.35,62.23,1.71,3370,40,1705.0000,4.70
3960,"DIAGEO NORTH AMERICA INC   ",7077,"Smirnoff Strawberry Vodka",51403,38038.22,2048480.34,45098,44647.02,2362.41,6608.80,14.80,0.88,NULL,NULL,NULL,NULL
3960,"DIAGEO NORTH AMERICA INC   ",7130,"Smirnoff Green Apple Vodka",3804,67254.72,1750983.95,3025,59042.75,5560.65,-8211.97,-13.91,0.80,NULL,NULL,NULL,NULL
3960,"DIAGEO NORTH AMERICA INC   ",7143,"Smirnoff Watermelon Vodka",5814,106105.50,3034783.50,5078,100067.22,9332.92,-6038.28,-6.03,0.87,NULL,NULL,NULL,NULL
3960,"DIAGEO NORTH AMERICA INC   ",7202,"Cocktail Time Key Lime Rtd",203,1690.99,94907.94,594,6562.06,468.21,4871.07,74.23,2.93,400,9,204.5000,2.90
3960,"DIAGEO NORTH AMERICA INC   ",7211,"Cocktail Time Strawberry Rtd",203,1715.35,128117.12,583,6454.17,459.66,4738.82,73.42,2.87,380,0,190.0000,3.07
3960,"DIAGEO NORTH AMERICA INC   ",7341,"Smirnoff Watermelon",109452,82089.00,3752140.00,106514,105448.86,5580.97,23359.86,22.15,0.97,5473,8411,6942.0000,15.34
3960,"DIAGEO NORTH AMERICA INC   ",7424,"Capt Morgan White",24,294.96,3528.14,62,960.38,65.10,665.42,69.29,2.58,42,4,23.0000,2.70
3960,"DIAGEO NORTH AMERICA INC   ",7788,"Piehole Apple Pie",1564,12449.44,461237.86,1556,21978.44,1226.41,9529.00,43.36,0.99,216,224,220.0000,7.07
3960,"DIAGEO NORTH AMERICA INC   ",7838,"Piehole Pecan Pie",133,1123.85,42937.21,117,1753.83,92.12,629.98,35.92,0.88,NULL,NULL,NULL,NULL
3960,"DIAGEO NORTH AMERICA INC   ",7851,"Piehole Pecan Pie",85,67.15,8845.57,365,361.35,18.96,294.20,81.42,4.29,280,0,140.0000,2.61
